artifact_version,ensemble_name,member_index,member,feature_space,feature_selection,n_genes,decision_threshold,feature_index,feature_type,feature_id,symbol,tissue_category,scaler_mean,scaler_scale,coef_msi,intercept_msi
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,87,sample_gene_z,TMEM176B,TMEM176B,,1.0915955928305252,0.49356991059709926,0.3328757993734691,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,88,sample_gene_z,EIF5AL1,EIF5AL1,,1.0108891438112033,0.23112443077544337,-0.027936219114923846,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,89,sample_gene_z,ATPAF2,ATPAF2,,0.13595419866520841,0.2855745975367714,0.3952613817804712,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,90,sample_gene_z,LY6G6D,LY6G6D,,-1.4540275135966023,1.1040219448019657,0.08641423950392621,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,91,sample_gene_z,STK38,STK38,,1.0044613983282367,0.16512574643907,0.6927769231084784,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,92,sample_gene_z,MPDU1,MPDU1,,0.8328781912316057,0.2680440492290963,-0.10349109232152828,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,93,sample_gene_z,RNF114,RNF114,,1.13283445916048,0.1397180825901251,0.4020453059361052,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,94,sample_gene_z,LINC00654,LINC00654,,-0.8148873921951661,0.43970213560130894,1.0321820325851705,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,95,sample_gene_z,CRCP,CRCP,,0.7531562397773703,0.15034128341401476,-0.012586800186806994,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,96,sample_gene_z,QPRT,QPRT,,0.4721644713991953,0.6271081928175637,0.42807831894784376,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,97,sample_gene_z,BNIP3L,BNIP3L,,0.8994602313062774,0.35224811519309934,0.5303594992052115,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,98,sample_gene_z,TOP3A,TOP3A,,0.3086637825298571,0.24990987296822015,0.7204983529742824,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,99,sample_gene_z,CHMP7,CHMP7,,0.6893975647113414,0.24831407432204647,0.5911661159534638,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,100,sample_gene_z,SERP2,SERP2,,-1.0183101615816506,0.4958310403029876,0.1662973706414733,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,101,sample_gene_z,R3HDML,R3HDML,,-1.9360229651874896,0.4358844387004511,0.07631502463862262,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,102,sample_gene_z,ACVR1B,ACVR1B,,0.9024352751020377,0.19439397705124295,0.3346474115463062,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,103,sample_gene_z,SYT7,SYT7,,0.3284897886430551,0.6195233845393749,-0.702636454635042,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,104,sample_gene_z,C3orf32,C3orf32,,-1.2284733560238,0.5306984788845042,-0.5855474557279761,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,105,sample_gene_z,C20orf11,C20orf11,,1.0814662931257435,0.1167832694069184,0.65499801600702,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,106,sample_gene_z,DDB2,DDB2,,0.27872667328322775,0.3008715964709542,0.19501033371706478,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,107,sample_gene_z,TIFA,TIFA,,0.09851983300222843,0.3263113186394011,-1.2852926902694124,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,108,sample_gene_z,ZNF683,ZNF683,,-1.2292218255527756,0.7575359640680579,-0.7736144067110985,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,109,sample_gene_z,SLC22A11,SLC22A11,,-1.532681122154831,0.6478529549068934,0.565430022469114,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,110,sample_gene_z,SLC1A7,SLC1A7,,-1.1141832473676645,0.7074967144411086,-0.7972486690548601,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,111,sample_gene_z,EIF5A,EIF5A,,1.7633030374568284,0.24752497851761124,1.0097676808234728,-3.812263821134212
